mapId,hours,pedestrians,trafficLights,trafficDensity,trafficSpeed,camPosX,camPosY,camPosZ,camRotX,camRotY,camRotZ
1,Sunrise,0,0,0.1423406,19,0,20,0,90,180,0
frameId,objectId,x,y,z,tl_x,tl_y,br_x,br_y
12730,1842,9,1,1,299,564,619,683
12731,1842,9,1,1,299,564,619,683
12732,1842,9,1,1,332,564,648,683
12733,1842,9,1,1,332,564,648,683
12734,1842,8,1,1,365,564,678,683
12735,1842,8,1,1,365,564,678,683
12736,1842,7,1,1,398,564,707,683
12737,1842,7,1,1,398,564,707,683
12738,1842,7,1,1,431,564,737,683
12739,1842,7,1,1,431,564,737,683
12740,1842,6,1,1,464,564,766,683
12741,1842,6,1,1,464,564,766,683
12742,1842,6,1,1,496,564,796,683
12743,1842,6,1,1,496,564,796,683
12744,1842,5,1,1,529,564,825,683
12745,1842,5,1,1,529,564,825,683
12746,1842,4,1,1,562,564,855,683
12747,1842,4,1,1,562,564,855,683
12748,1842,4,1,1,595,564,884,683
12749,1842,4,1,1,595,564,884,683
12750,1842,3,1,1,628,564,914,683
12751,1842,3,1,1,628,564,914,683
12752,1842,2,1,1,661,564,943,683
12753,1842,2,1,1,661,564,943,683
12754,1842,2,1,1,694,564,974,683
12755,1842,2,1,1,694,564,974,683
12756,1842,1,1,1,727,564,1007,683
12757,1842,1,1,1,727,564,1007,683
12758,1842,1,1,1,760,564,1040,683
12759,1842,1,1,1,760,564,1040,683
12760,1842,0,1,1,793,564,1073,684
12761,1842,0,1,1,793,564,1073,684
12762,1843,-20,0,-1,1818,414,2075,504
12762,1842,0,1,1,826,564,1106,684
12763,1843,-20,0,-1,1818,414,2075,504
12763,1842,0,1,1,826,564,1106,684
12764,1843,-19,0,-1,1788,414,2043,504
12764,1842,0,1,1,859,564,1139,683
12765,1843,-19,0,-1,1788,414,2043,504
12765,1842,0,1,1,859,564,1139,683
12766,1843,-18,0,-1,1757,414,2011,504
12766,1842,-1,1,1,892,564,1172,683
12767,1843,-18,0,-1,1757,414,2011,504
12767,1842,-1,1,1,892,564,1172,683
12768,1843,-18,0,-1,1727,414,1979,504
12768,1842,-1,1,1,925,564,1205,683
12769,1843,-18,0,-1,1727,414,1979,504
12769,1842,-1,1,1,925,564,1205,683
12770,1843,-17,0,-1,1696,414,1946,504
12770,1842,-2,1,1,958,564,1238,683
12771,1843,-17,0,-1,1696,414,1946,504
12771,1842,-2,1,1,958,564,1238,683
12772,1843,-16,0,-1,1666,414,1914,504
12772,1842,-3,1,1,987,564,1271,683
12773,1843,-16,0,-1,1666,414,1914,504
12773,1842,-3,1,1,987,564,1271,683
12774,1843,-16,0,-1,1635,414,1882,504
12774,1842,-3,1,1,1017,564,1304,683
12775,1843,-16,0,-1,1635,414,1882,504
12775,1842,-3,1,1,1017,564,1304,683
12776,1843,-15,0,-1,1605,414,1849,504
12776,1842,-4,1,1,1046,564,1337,683
12777,1843,-15,0,-1,1605,414,1849,504
12777,1842,-4,1,1,1046,564,1337,683
12778,1843,-15,0,-1,1574,414,1817,504
12778,1842,-5,1,1,1076,564,1370,683
12779,1843,-15,0,-1,1574,414,1817,504
12779,1842,-5,1,1,1076,564,1370,683
12780,1843,-14,0,-1,1544,414,1785,504
12780,1842,-5,1,1,1105,564,1403,683
12781,1843,-14,0,-1,1544,414,1785,504
12781,1842,-5,1,1,1105,564,1403,683
12782,1843,-13,0,-1,1513,414,1753,504
12782,1842,-6,1,1,1135,564,1436,683
12783,1843,-13,0,-1,1513,414,1753,504
12783,1842,-6,1,1,1135,564,1436,683
12784,1843,-13,0,-1,1483,414,1720,504
12784,1842,-6,1,1,1164,564,1469,683
12785,1843,-13,0,-1,1483,414,1720,504
12785,1842,-6,1,1,1164,564,1469,683
12786,1843,-12,0,-1,1452,414,1688,504
12786,1842,-7,1,1,1194,564,1502,683
12787,1843,-12,0,-1,1452,414,1688,504
12787,1842,-7,1,1,1194,564,1502,683
12788,1843,-11,0,-1,1422,414,1656,504
12788,1842,-8,1,1,1223,564,1535,683
12789,1843,-11,0,-1,1422,414,1656,504
12789,1842,-8,1,1,1223,564,1535,683
12790,1843,-11,0,-1,1391,414,1623,504
12790,1842,-8,1,1,1253,564,1567,683
12791,1843,-11,0,-1,1391,414,1623,504
12791,1842,-8,1,1,1253,564,1567,683
12792,1843,-10,0,-1,1361,414,1591,504
12792,1842,-9,1,1,1282,564,1600,683
12793,1843,-10,0,-1,1361,414,1591,504
12793,1842,-9,1,1,1282,564,1600,683
12794,1843,-9,0,-1,1330,414,1559,504
12794,1842,-10,1,1,1312,564,1633,683
12795,1843,-9,0,-1,1330,414,1559,504
12795,1842,-10,1,1,1312,564,1633,683
12796,1843,-9,0,-1,1300,414,1527,504
12796,1842,-10,1,1,1341,564,1666,683
12797,1843,-9,0,-1,1300,414,1527,504
12797,1842,-10,1,1,1341,564,1666,683
12798,1843,-8,0,-1,1269,414,1494,504
12798,1842,-11,1,1,1371,564,1699,683
12799,1843,-8,0,-1,1269,414,1494,504
12799,1842,-11,1,1,1371,564,1699,683
12800,1843,-7,0,-1,1239,414,1462,504
12800,1842,-11,1,1,1400,564,1732,683
12801,1843,-7,0,-1,1239,414,1462,504
12801,1842,-11,1,1,1400,564,1732,683
12802,1843,-7,0,-1,1209,414,1430,504
12802,1842,-12,1,1,1430,564,1765,683
12803,1843,-7,0,-1,1209,414,1430,504
12803,1842,-12,1,1,1430,564,1765,683
12804,1843,-6,0,-1,1178,414,1397,504
12804,1842,-13,1,1,1459,564,1798,683
12805,1843,-6,0,-1,1178,414,1397,504
12805,1842,-13,1,1,1459,564,1798,683
12806,1843,-6,0,-1,1148,414,1365,504
12806,1842,-13,1,1,1489,564,1831,683
12807,1843,-6,0,-1,1148,414,1365,504
12807,1842,-13,1,1,1489,564,1831,683
12808,1843,-5,0,-1,1117,414,1333,504
12808,1842,-14,1,1,1518,564,1864,683
12809,1843,-5,0,-1,1117,414,1333,504
12809,1842,-14,1,1,1518,564,1864,683
12810,1843,-4,0,-1,1087,414,1301,504
12810,1842,-15,1,1,1548,564,1897,683
12811,1843,-4,0,-1,1087,414,1301,504
12811,1842,-15,1,1,1548,564,1897,683
12812,1843,-4,0,-1,1056,414,1268,504
12812,1842,-15,1,1,1577,564,1930,683
12813,1843,-4,0,-1,1056,414,1268,504
12813,1842,-15,1,1,1577,564,1930,683
12814,1843,-3,0,-1,1026,414,1236,504
12814,1842,-16,1,1,1607,564,1963,683
12815,1843,-3,0,-1,1026,414,1236,504
12815,1842,-16,1,1,1607,564,1963,683
12816,1843,-2,0,-1,995,414,1204,504
12816,1842,-16,1,1,1636,564,1996,683
12817,1843,-2,0,-1,995,414,1204,504
12817,1842,-16,1,1,1636,564,1996,683
12818,1843,-2,0,-1,965,414,1171,504
12818,1842,-17,1,1,1666,564,2029,683
12819,1843,-2,0,-1,965,414,1171,504
12819,1842,-17,1,1,1666,564,2029,683
12820,1843,-1,0,-1,933,414,1139,504
12820,1842,-18,1,1,1695,564,2062,683
12821,1843,-1,0,-1,933,414,1139,504
12821,1842,-18,1,1,1695,564,2062,683
12822,1843,0,0,-1,900,414,1107,504
12822,1842,-18,1,1,1725,564,2095,683
12823,1843,0,0,-1,900,414,1107,504
12823,1842,-18,1,1,1725,564,2095,683
12824,1843,0,0,-1,868,414,1075,504
12824,1842,-19,1,1,1754,564,2128,683
12825,1843,0,0,-1,868,414,1075,504
12825,1842,-19,1,1,1754,564,2128,683
12826,1843,0,0,-1,836,414,1042,504
12826,1842,-20,1,1,1784,564,2160,683
12827,1843,0,0,-1,836,414,1042,504
12827,1842,-20,1,1,1784,564,2160,683
12828,1843,1,0,-1,804,414,1010,504
12829,1843,1,0,-1,804,414,1010,504
12830,1843,1,0,-1,771,414,978,504
12831,1843,1,0,-1,771,414,978,504
12832,1843,2,0,-1,739,414,946,504
12833,1843,2,0,-1,739,414,946,504
12834,1843,2,0,-1,707,414,916,504
12835,1843,2,0,-1,707,414,916,504
12836,1843,3,0,-1,674,414,885,504
12837,1843,3,0,-1,674,414,885,504
12838,1843,4,0,-1,642,414,855,504
12839,1843,4,0,-1,642,414,855,504
12840,1843,4,0,-1,610,414,824,504
12841,1843,4,0,-1,610,414,824,504
12842,1843,5,0,-1,578,414,794,504
12843,1843,5,0,-1,578,414,794,504
12844,1843,6,0,-1,545,414,763,504
12845,1843,6,0,-1,545,414,763,504
12846,1843,6,0,-1,513,414,733,504
12847,1843,6,0,-1,513,414,733,504
12848,1843,7,0,-1,481,414,702,504
12849,1843,7,0,-1,481,414,702,504
12850,1843,8,0,-1,448,414,672,504
12851,1843,8,0,-1,448,414,672,504
12852,1843,8,0,-1,416,414,641,504
12853,1843,8,0,-1,416,414,641,504
12854,1843,9,0,-1,384,414,611,504
12855,1843,9,0,-1,384,414,611,504
12856,1843,10,0,-1,352,414,580,504
12857,1843,10,0,-1,352,414,580,504
12858,1843,10,0,-1,319,414,550,504
12859,1843,10,0,-1,319,414,550,504
12860,1843,11,0,-1,287,414,519,504
12861,1843,11,0,-1,287,414,519,504
12862,1843,11,0,-1,255,414,489,504
12863,1843,11,0,-1,255,414,489,504
12864,1843,12,0,-1,222,414,459,504
12865,1843,12,0,-1,222,414,459,504
12866,1843,13,0,-1,190,414,428,504
12867,1843,13,0,-1,190,414,428,504
12868,1843,13,0,-1,158,414,398,504
12869,1843,13,0,-1,158,414,398,504
12870,1843,14,0,-1,126,414,367,504
12871,1843,14,0,-1,126,414,367,504
12872,1843,15,0,-1,93,414,337,504
12873,1843,15,0,-1,93,414,337,504
12874,1843,15,0,-1,61,414,306,504
12875,1843,15,0,-1,61,414,306,504
12876,1843,16,0,-1,29,414,276,504
12877,1843,16,0,-1,29,414,276,504
12878,1843,17,0,-1,-3,414,245,504
12879,1843,17,0,-1,-3,414,245,504
12880,1843,17,0,-1,-35,414,215,504
12881,1843,17,0,-1,-35,414,215,504
12882,1843,18,0,-1,-67,414,184,504
12883,1843,18,0,-1,-67,414,184,504
12884,1843,19,0,-1,-99,414,154,504
12885,1843,19,0,-1,-99,414,154,504
12886,1843,19,0,-1,-132,414,123,504
12887,1843,19,0,-1,-132,414,123,504
12888,1843,20,0,-1,-164,414,93,504
12889,1843,20,0,-1,-164,414,93,504
13014,1844,20,1,1,-265,564,113,683
13015,1844,20,1,1,-265,564,113,683
13016,1844,19,1,1,-231,564,144,683
13017,1844,19,1,1,-231,564,144,683
13018,1844,19,1,1,-197,564,174,683
13019,1844,19,1,1,-197,564,174,683
13020,1844,18,1,1,-163,564,205,683
13021,1844,18,1,1,-163,564,205,683
13022,1844,17,1,1,-129,564,235,683
13023,1844,17,1,1,-129,564,235,683
13024,1844,17,1,1,-95,564,265,683
13025,1844,17,1,1,-95,564,265,683
13026,1844,16,1,1,-61,564,296,683
13027,1844,16,1,1,-61,564,296,683
13028,1844,15,1,1,-27,564,326,683
13029,1844,15,1,1,-27,564,326,683
13030,1844,15,1,1,6,564,357,683
13031,1844,15,1,1,6,564,357,683
13032,1844,14,1,1,40,564,387,683
13033,1844,14,1,1,40,564,387,683
13034,1844,14,1,1,74,564,417,683
13035,1844,14,1,1,74,564,417,683
13036,1844,13,1,1,108,564,448,683
13037,1844,13,1,1,108,564,448,683
13038,1844,12,1,1,142,564,478,683
13039,1844,12,1,1,142,564,478,683
13040,1844,12,1,1,176,564,509,683
13041,1844,12,1,1,176,564,509,683
13042,1844,11,1,1,210,564,539,683
13043,1844,11,1,1,210,564,539,683
13044,1844,10,1,1,244,564,570,683
13045,1844,10,1,1,244,564,570,683
13046,1844,10,1,1,278,564,600,683
13047,1844,10,1,1,278,564,600,683
13048,1844,9,1,1,312,564,630,683
13049,1844,9,1,1,312,564,630,683
13050,1844,8,1,1,345,564,661,683
13051,1844,8,1,1,345,564,661,683
13052,1844,8,1,1,379,564,691,683
13053,1844,8,1,1,379,564,691,683
13054,1844,7,1,1,413,564,722,683
13055,1844,7,1,1,413,564,722,683
13056,1844,7,1,1,447,564,752,683
13057,1844,7,1,1,447,564,752,683
13058,1844,6,1,1,481,564,782,683
13059,1844,6,1,1,481,564,782,683
13060,1844,5,1,1,515,564,813,683
13061,1844,5,1,1,515,564,813,683
13062,1844,5,1,1,549,564,843,683
13063,1844,5,1,1,549,564,843,683
13064,1844,4,1,1,583,564,874,683
13065,1844,4,1,1,583,564,874,683
13066,1844,3,1,1,617,564,904,683
13067,1844,3,1,1,617,564,904,683
13068,1844,3,1,1,651,564,934,683
13069,1844,3,1,1,651,564,934,683
13070,1844,2,1,1,685,564,965,683
13071,1844,2,1,1,685,564,965,683
13072,1844,1,1,1,719,564,999,683
13073,1844,1,1,1,719,564,999,683
13074,1844,1,1,1,753,564,1033,683
13075,1844,1,1,1,753,564,1033,683
13076,1844,0,1,1,787,564,1068,684
13077,1844,0,1,1,787,564,1068,684
13078,1844,0,1,1,821,564,1102,684
13079,1844,0,1,1,821,564,1102,684
13080,1844,0,1,1,855,564,1135,683
13081,1844,0,1,1,855,564,1135,683
13082,1844,-1,1,1,889,564,1169,683
13083,1844,-1,1,1,889,564,1169,683
13084,1844,-1,1,1,923,564,1203,683
13085,1844,-1,1,1,923,564,1203,683
13086,1844,-2,1,1,957,564,1237,683
13087,1844,-2,1,1,957,564,1237,683
13088,1844,-3,1,1,988,564,1271,683
13089,1844,-3,1,1,988,564,1271,683
13090,1844,-3,1,1,1018,564,1305,683
13091,1844,-3,1,1,1018,564,1305,683
13092,1844,-4,1,1,1048,564,1339,683
13093,1844,-4,1,1,1048,564,1339,683
13094,1844,-5,1,1,1079,564,1373,683
13095,1844,-5,1,1,1079,564,1373,683
13096,1844,-5,1,1,1109,564,1407,683
13097,1844,-5,1,1,1109,564,1407,683
13098,1844,-6,1,1,1140,564,1441,683
13099,1844,-6,1,1,1140,564,1441,683
13100,1844,-7,1,1,1170,564,1475,683
13101,1844,-7,1,1,1170,564,1475,683
13102,1844,-7,1,1,1200,564,1509,683
13103,1844,-7,1,1,1200,564,1509,683
13104,1844,-8,1,1,1231,564,1543,683
13105,1844,-8,1,1,1231,564,1543,683
13106,1844,-9,1,1,1261,564,1577,683
13107,1844,-9,1,1,1261,564,1577,683
13108,1844,-9,1,1,1292,564,1611,683
13109,1844,-9,1,1,1292,564,1611,683
13110,1844,-10,1,1,1322,564,1645,683
13111,1844,-10,1,1,1322,564,1645,683
13112,1844,-10,1,1,1353,564,1679,683
13113,1844,-10,1,1,1353,564,1679,683
13114,1844,-11,1,1,1383,564,1713,683
13115,1844,-11,1,1,1383,564,1713,683
13116,1844,-12,1,1,1413,564,1747,683
13117,1844,-12,1,1,1413,564,1747,683
13118,1844,-12,1,1,1444,564,1781,683
13119,1844,-12,1,1,1444,564,1781,683
13120,1844,-13,1,1,1474,564,1815,683
13121,1844,-13,1,1,1474,564,1815,683
13122,1844,-14,1,1,1505,564,1849,683
13123,1844,-14,1,1,1505,564,1849,683
13124,1844,-14,1,1,1535,564,1883,683
13125,1844,-14,1,1,1535,564,1883,683
13126,1844,-15,1,1,1565,564,1917,683
13127,1844,-15,1,1,1565,564,1917,683
13128,1844,-16,1,1,1596,564,1951,683
13129,1844,-16,1,1,1596,564,1951,683
13130,1844,-16,1,1,1626,564,1985,683
13131,1844,-16,1,1,1626,564,1985,683
13132,1844,-17,1,1,1657,564,2019,683
13133,1844,-17,1,1,1657,564,2019,683
13134,1844,-17,1,1,1687,564,2052,683
13135,1844,-17,1,1,1687,564,2052,683
13136,1844,-18,1,1,1717,564,2086,683
13137,1844,-18,1,1,1717,564,2086,683
13138,1844,-19,1,1,1748,564,2120,683
13139,1844,-19,1,1,1748,564,2120,683
13140,1844,-19,1,1,1778,564,2154,683
13141,1844,-19,1,1,1778,564,2154,683
13248,1845,-19,0,-1,1803,414,2060,504
13249,1845,-19,0,-1,1803,414,2060,504
13250,1845,-19,0,-1,1768,414,2022,504
13251,1845,-19,0,-1,1768,414,2022,504
13252,1845,-18,0,-1,1733,414,1985,504
13253,1845,-18,0,-1,1733,414,1985,504
13254,1845,-17,0,-1,1698,414,1948,504
13255,1845,-17,0,-1,1698,414,1948,504
13256,1845,-16,0,-1,1663,414,1911,504
13257,1845,-16,0,-1,1663,414,1911,504
13258,1845,-16,0,-1,1627,414,1873,504
13259,1845,-16,0,-1,1627,414,1873,504
13260,1845,-15,0,-1,1592,414,1836,504
13261,1845,-15,0,-1,1592,414,1836,504
13262,1845,-14,0,-1,1557,414,1799,504
13263,1845,-14,0,-1,1557,414,1799,504
13264,1845,-13,0,-1,1522,414,1762,504
13265,1845,-13,0,-1,1522,414,1762,504
13266,1845,-13,0,-1,1487,414,1724,504
13267,1845,-13,0,-1,1487,414,1724,504
13268,1845,-12,0,-1,1452,414,1687,504
13269,1845,-12,0,-1,1452,414,1687,504
13270,1845,-11,0,-1,1417,414,1650,504
13271,1845,-11,0,-1,1417,414,1650,504
13272,1845,-10,0,-1,1381,414,1613,504
13273,1845,-10,0,-1,1381,414,1613,504
13274,1845,-10,0,-1,1346,414,1576,504
13275,1845,-10,0,-1,1346,414,1576,504
13276,1845,-9,0,-1,1311,414,1538,504
13277,1845,-9,0,-1,1311,414,1538,504
13278,1845,-8,0,-1,1276,414,1501,504
13279,1845,-8,0,-1,1276,414,1501,504
13280,1845,-7,0,-1,1241,414,1464,504
13281,1845,-7,0,-1,1241,414,1464,504
13282,1845,-7,0,-1,1206,414,1427,504
13283,1845,-7,0,-1,1206,414,1427,504
13284,1845,-6,0,-1,1170,414,1389,504
13285,1845,-6,0,-1,1170,414,1389,504
13286,1845,-5,0,-1,1135,414,1352,504
13287,1845,-5,0,-1,1135,414,1352,504
13288,1845,-5,0,-1,1100,414,1315,504
13289,1845,-5,0,-1,1100,414,1315,504
13290,1845,-4,0,-1,1065,414,1278,504
13291,1845,-4,0,-1,1065,414,1278,504
13292,1845,-3,0,-1,1030,414,1240,504
13293,1845,-3,0,-1,1030,414,1240,504
13294,1845,-2,0,-1,995,414,1203,504
13295,1845,-2,0,-1,995,414,1203,504
13296,1845,-2,0,-1,960,414,1166,504
13297,1845,-2,0,-1,960,414,1166,504
13298,1845,-1,0,-1,922,414,1129,504
13299,1845,-1,0,-1,922,414,1129,504
13300,1845,0,0,-1,885,414,1092,504
13301,1845,0,0,-1,885,414,1092,504
13302,1845,0,0,-1,847,414,1055,504
13303,1845,0,0,-1,847,414,1055,504
13304,1845,0,0,-1,811,414,1017,504
13305,1845,0,0,-1,811,414,1017,504
13306,1845,1,0,-1,773,414,980,504
13307,1845,1,0,-1,773,414,980,504
13308,1845,2,0,-1,736,414,943,504
13309,1845,2,0,-1,736,414,943,504
13310,1845,3,0,-1,699,414,908,504
13311,1845,3,0,-1,699,414,908,504
13312,1845,3,0,-1,662,414,873,504
13313,1845,3,0,-1,662,414,873,504
13314,1845,4,0,-1,624,414,838,504
13315,1845,4,0,-1,624,414,838,504
13316,1845,5,0,-1,587,414,803,504
13317,1845,5,0,-1,587,414,803,504
13318,1845,6,0,-1,550,414,768,504
13319,1845,6,0,-1,550,414,768,504
13320,1845,6,0,-1,513,414,733,504
13321,1845,6,0,-1,513,414,733,504
13322,1845,7,0,-1,475,414,697,504
13323,1845,7,0,-1,475,414,697,504
13324,1845,8,0,-1,438,414,662,504
13325,1845,8,0,-1,438,414,662,504
13326,1845,9,0,-1,401,414,627,504
13327,1845,9,0,-1,401,414,627,504
13328,1845,9,0,-1,364,414,592,504
13329,1845,9,0,-1,364,414,592,504
13330,1845,10,0,-1,327,414,557,504
13331,1845,10,0,-1,327,414,557,504
13332,1845,11,0,-1,289,414,522,504
13333,1845,11,0,-1,289,414,522,504
13334,1845,12,0,-1,252,414,486,504
13335,1845,12,0,-1,252,414,486,504
13336,1845,12,0,-1,215,414,451,504
13337,1845,12,0,-1,215,414,451,504
13338,1845,13,0,-1,178,414,416,504
13338,1846,-20,1,-1,1784,396,2161,515
13339,1845,13,0,-1,178,414,416,504
13339,1846,-20,1,-1,1784,396,2161,515
13340,1845,14,0,-1,140,414,381,504
13340,1846,-19,1,-1,1751,396,2124,515
13341,1845,14,0,-1,140,414,381,504
13341,1846,-19,1,-1,1751,396,2124,515
13342,1845,14,0,-1,103,414,346,504
13342,1846,-18,1,-1,1719,396,2088,515
13343,1845,14,0,-1,103,414,346,504
13343,1846,-18,1,-1,1719,396,2088,515
13344,1845,15,0,-1,66,414,311,504
13344,1846,-17,1,-1,1687,396,2052,515
13345,1845,15,0,-1,66,414,311,504
13345,1846,-17,1,-1,1687,396,2052,515
13346,1845,16,0,-1,29,414,276,504
13346,1846,-17,1,-1,1654,396,2016,515
13347,1845,16,0,-1,29,414,276,504
13347,1846,-17,1,-1,1654,396,2016,515
13348,1845,17,0,-1,-8,414,240,504
13348,1846,-16,1,-1,1622,396,1979,515
13349,1845,17,0,-1,-8,414,240,504
13349,1846,-16,1,-1,1622,396,1979,515
13350,1845,17,0,-1,-45,414,205,504
13350,1846,-15,1,-1,1589,396,1943,515
13351,1845,17,0,-1,-45,414,205,504
13351,1846,-15,1,-1,1589,396,1943,515
13352,1845,18,0,-1,-82,414,170,504
13352,1846,-15,1,-1,1557,396,1907,515
13353,1845,18,0,-1,-82,414,170,504
13353,1846,-15,1,-1,1557,396,1907,515
13354,1845,19,0,-1,-119,414,135,504
13354,1846,-14,1,-1,1524,396,1871,515
13355,1845,19,0,-1,-119,414,135,504
13355,1846,-14,1,-1,1524,396,1871,515
13356,1845,20,0,-1,-157,414,100,504
13356,1846,-13,1,-1,1492,396,1835,515
13357,1845,20,0,-1,-157,414,100,504
13357,1846,-13,1,-1,1492,396,1835,515
13358,1846,-13,1,-1,1459,396,1798,515
13359,1846,-13,1,-1,1459,396,1798,515
13360,1846,-12,1,-1,1427,396,1762,515
13361,1846,-12,1,-1,1427,396,1762,515
13362,1846,-11,1,-1,1395,396,1726,515
13363,1846,-11,1,-1,1395,396,1726,515
13364,1846,-11,1,-1,1362,396,1690,515
13365,1846,-11,1,-1,1362,396,1690,515
13366,1846,-10,1,-1,1330,396,1653,515
13367,1846,-10,1,-1,1330,396,1653,515
13368,1846,-9,1,-1,1297,396,1617,515
13369,1846,-9,1,-1,1297,396,1617,515
13370,1846,-9,1,-1,1265,396,1581,515
13371,1846,-9,1,-1,1265,396,1581,515
13372,1846,-8,1,-1,1232,396,1545,515
13373,1846,-8,1,-1,1232,396,1545,515
13374,1846,-7,1,-1,1200,396,1508,515
13375,1846,-7,1,-1,1200,396,1508,515
13376,1846,-7,1,-1,1167,396,1472,515
13377,1846,-7,1,-1,1167,396,1472,515
13378,1846,-6,1,-1,1135,396,1436,515
13379,1846,-6,1,-1,1135,396,1436,515
13380,1846,-5,1,-1,1103,396,1400,515
13381,1846,-5,1,-1,1103,396,1400,515
13382,1846,-4,1,-1,1070,396,1363,515
13383,1846,-4,1,-1,1070,396,1363,515
13384,1846,-4,1,-1,1038,396,1327,515
13385,1846,-4,1,-1,1038,396,1327,515
13386,1846,-3,1,-1,1005,396,1291,515
13387,1846,-3,1,-1,1005,396,1291,515
13388,1846,-2,1,-1,973,396,1255,515
13389,1846,-2,1,-1,973,396,1255,515
13390,1846,-2,1,-1,938,396,1218,515
13391,1846,-2,1,-1,938,396,1218,515
13392,1846,-1,1,-1,902,396,1182,515
13393,1846,-1,1,-1,902,396,1182,515
13394,1846,0,1,-1,865,395,1147,514
13395,1846,0,1,-1,865,395,1147,514
13396,1846,0,1,-1,829,395,1110,514
13397,1846,0,1,-1,829,395,1110,514
13398,1846,0,1,-1,793,396,1073,515
13399,1846,0,1,-1,793,396,1073,515
13400,1846,1,1,-1,757,396,1037,515
13401,1846,1,1,-1,757,396,1037,515
13402,1846,1,1,-1,721,396,1001,515
13403,1846,1,1,-1,721,396,1001,515
13404,1846,2,1,-1,684,396,965,515
13405,1846,2,1,-1,684,396,965,515
13406,1846,3,1,-1,648,396,932,515
13407,1846,3,1,-1,648,396,932,515
13408,1846,3,1,-1,612,396,899,515
13409,1846,3,1,-1,612,396,899,515
13410,1846,4,1,-1,576,396,867,515
13411,1846,4,1,-1,576,396,867,515
13412,1846,5,1,-1,539,396,834,515
13413,1846,5,1,-1,539,396,834,515
13414,1846,5,1,-1,503,396,802,515
13415,1846,5,1,-1,503,396,802,515
13416,1846,6,1,-1,467,396,769,515
13417,1846,6,1,-1,467,396,769,515
13418,1846,7,1,-1,431,396,737,515
13419,1846,7,1,-1,431,396,737,515
13420,1846,8,1,-1,394,396,705,515
13421,1846,8,1,-1,394,396,705,515
13422,1846,8,1,-1,358,396,672,515
13423,1846,8,1,-1,358,396,672,515
13424,1846,9,1,-1,322,396,640,515
13425,1846,9,1,-1,322,396,640,515
13426,1846,10,1,-1,286,396,607,515
13427,1846,10,1,-1,286,396,607,515
13428,1846,10,1,-1,249,396,575,515
13429,1846,10,1,-1,249,396,575,515
13430,1846,11,1,-1,213,396,542,515
13431,1846,11,1,-1,213,396,542,515
13432,1846,12,1,-1,177,396,510,515
13433,1846,12,1,-1,177,396,510,515
13434,1846,12,1,-1,141,396,477,515
13435,1846,12,1,-1,141,396,477,515
13436,1846,13,1,-1,105,396,445,515
13437,1846,13,1,-1,105,396,445,515
13438,1846,14,1,-1,68,396,413,515
13439,1846,14,1,-1,68,396,413,515
13440,1846,14,1,-1,32,396,380,515
13441,1846,14,1,-1,32,396,380,515
13442,1846,15,1,-1,-3,396,348,515
13443,1846,15,1,-1,-3,396,348,515
13444,1846,16,1,-1,-39,396,315,515
13445,1846,16,1,-1,-39,396,315,515
13446,1846,16,1,-1,-76,396,283,515
13447,1846,16,1,-1,-76,396,283,515
13448,1846,17,1,-1,-112,396,250,515
13449,1846,17,1,-1,-112,396,250,515
13450,1846,18,1,-1,-148,396,218,515
13451,1846,18,1,-1,-148,396,218,515
13452,1846,18,1,-1,-184,396,185,515
13453,1846,18,1,-1,-184,396,185,515
13454,1846,19,1,-1,-221,396,153,515
13455,1846,19,1,-1,-221,396,153,515
13620,1847,-20,0,-1,1817,414,2074,504
13621,1847,-20,0,-1,1817,414,2074,504
13622,1847,-19,0,-1,1791,414,2047,504
13623,1847,-19,0,-1,1791,414,2047,504
13624,1847,-19,0,-1,1765,414,2019,504
13625,1847,-19,0,-1,1765,414,2019,504
13626,1847,-18,0,-1,1739,414,1991,504
13627,1847,-18,0,-1,1739,414,1991,504
13628,1847,-17,0,-1,1713,414,1964,504
13629,1847,-17,0,-1,1713,414,1964,504
13630,1847,-17,0,-1,1687,414,1936,504
13631,1847,-17,0,-1,1687,414,1936,504
13632,1847,-16,0,-1,1661,414,1909,504
13633,1847,-16,0,-1,1661,414,1909,504
13634,1847,-16,0,-1,1635,414,1881,504
13635,1847,-16,0,-1,1635,414,1881,504
13636,1847,-15,0,-1,1609,414,1854,504
13637,1847,-15,0,-1,1609,414,1854,504
13638,1847,-15,0,-1,1583,414,1826,504
13639,1847,-15,0,-1,1583,414,1826,504
13640,1847,-14,0,-1,1557,414,1799,504
13641,1847,-14,0,-1,1557,414,1799,504
13642,1847,-14,0,-1,1531,414,1771,504
13643,1847,-14,0,-1,1531,414,1771,504
13644,1847,-13,0,-1,1505,414,1744,504
13645,1847,-13,0,-1,1505,414,1744,504
13646,1847,-12,0,-1,1479,414,1716,504
13647,1847,-12,0,-1,1479,414,1716,504
13648,1847,-12,0,-1,1453,414,1689,504
13649,1847,-12,0,-1,1453,414,1689,504
13650,1847,-11,0,-1,1427,414,1661,504
13651,1847,-11,0,-1,1427,414,1661,504
13652,1847,-11,0,-1,1401,414,1634,504
13653,1847,-11,0,-1,1401,414,1634,504
13654,1847,-10,0,-1,1375,414,1606,504
13655,1847,-10,0,-1,1375,414,1606,504
13656,1847,-10,0,-1,1349,414,1578,504
13657,1847,-10,0,-1,1349,414,1578,504
13658,1847,-9,0,-1,1323,414,1551,504
